Index,Position,Wrong_Tag,Preceding_Tag,Proceeding_Tag
2637,6,NOUN_VERB,ADP,NOUN
2637,81,NOUN_VERB,ADJ,ADP
2638,4,NOUN_NUM,.,.
2638,14,NOUN_VERB,ADV,VERB
2639,5,NOUN_ADJ,ADP,NOUN
2639,7,NOUN_VERB,NOUN,.
2639,42,ADJ_VERB,VERB,ADJ
2639,52,VERB_NOUN,NOUN,NOUN
2639,59,ADV_ADP,NOUN,ADJ
2640,28,VERB_NOUN,.,ADP
2640,68,VERB_NOUN,NOUN,.
2640,118,VERB_NOUN,NOUN,.
2640,32,ADV_ADP,ADJ,ADV
2640,94,ADV_ADP,NOUN,ADV
2640,40,NOUN_ADJ,CONJ,NOUN
2640,51,NOUN_ADJ,.,NOUN
2640,57,NOUN_ADJ,.,ADJ
2640,40,NOUN_ADJ,CONJ,NOUN
2640,51,NOUN_ADJ,.,NOUN
2640,57,NOUN_ADJ,.,ADJ
2640,40,NOUN_ADJ,CONJ,NOUN
2640,51,NOUN_ADJ,.,NOUN
2640,57,NOUN_ADJ,.,ADJ
2640,28,VERB_NOUN,.,ADP
2640,68,VERB_NOUN,NOUN,.
2640,118,VERB_NOUN,NOUN,.
2640,74,DET_ADP,NOUN,ADJ
2640,32,ADV_ADP,ADJ,ADV
2640,94,ADV_ADP,NOUN,ADV
2640,95,ADV_ADJ,ADV,ADP
2640,28,VERB_NOUN,.,ADP
2640,68,VERB_NOUN,NOUN,.
2640,118,VERB_NOUN,NOUN,.
2641,18,NOUN_ADJ,ADV,ADP
2641,59,VERB_NOUN,DET,NOUN
2642,32,NOUN_ADJ,VERB,NOUN
2643,0,ADV_ADP,,DET
2644,28,VERB_NOUN,VERB,ADP
2645,5,VERB_ADJ,ADP,NOUN
2646,12,VERB_NOUN,DET,DET
2646,16,DET_PRON,.,VERB
2647,7,VERB_NOUN,.,.
2648,6,VERB_NOUN,CONJ,ADP
2649,11,ADV_ADJ,VERB,ADP
2650,1,NOUN_ADJ,DET,VERB
2650,12,ADP_ADV,ADP,NOUN
2651,8,VERB_NOUN,.,ADP
2652,5,ADV_ADP,VERB,ADJ
2652,6,ADJ_NOUN,ADV,ADP
2652,12,ADP_ADV,.,VERB
2652,28,NOUN_ADV,DET,VERB
2652,34,DET_PRON,ADP,ADP
2653,31,PRT_ADP,NOUN,VERB
2653,32,VERB_NOUN,PRT,NOUN
2654,19,ADJ_NOUN,ADP,NOUN
2655,8,ADJ_NOUN,VERB,ADP
2656,4,ADJ_ADV,VERB,ADP
2657,44,PRT_ADP,ADJ,VERB
2657,45,VERB_NOUN,PRT,.
2658,3,NOUN_NUM,ADP,VERB
2658,5,VERB_NOUN,VERB,.
2659,1,NOUN_NUM,CONJ,VERB
2659,2,VERB_NOUN,NOUN,ADV
2659,11,CONJ_DET,VERB,ADJ
2660,4,PRON_ADP,NOUN,VERB
2660,5,VERB_NOUN,PRON,DET
2660,16,DET_ADV,VERB,VERB
2661,7,ADP_PRT,VERB,ADP
2662,19,VERB_NOUN,VERB,.
2662,26,NUM_NOUN,DET,VERB
2663,21,ADP_PRT,NOUN,ADP
2664,36,ADP_VERB,VERB,.
2664,51,VERB_NOUN,NOUN,DET
2664,65,NOUN_ADJ,DET,.
2665,5,PRON_ADP,NOUN,DET
2665,8,VERB_NOUN,NOUN,VERB
2666,7,NOUN_ADJ,DET,VERB
2667,5,NOUN_ADJ,DET,ADP
2668,4,ADP_DET,VERB,ADJ
2669,18,ADJ_NOUN,DET,ADJ
2669,24,ADV_ADP,NOUN,ADV
2670,7,ADJ_NOUN,ADV,.
2671,22,ADV_ADJ,DET,VERB
2672,6,ADP_PRT,VERB,ADV
2672,8,ADJ_ADV,ADV,.
2673,5,ADP_PRT,VERB,VERB
2674,15,PRON_ADP,NOUN,PRON
2675,19,PRT_ADP,VERB,NUM
2676,7,ADV_ADP,NOUN,ADV
2676,8,ADV_ADJ,ADV,ADP
2677,3,NOUN_ADJ,DET,NOUN
2677,19,ADJ_NOUN,ADJ,ADJ
2678,9,ADJ_NOUN,ADP,CONJ
2679,7,ADV_ADP,VERB,ADJ
2680,0,ADJ_ADV,,ADP
2680,12,ADJ_NOUN,.,.
2680,27,ADJ_NOUN,ADP,CONJ
2680,12,ADJ_NOUN,.,.
2680,27,ADJ_NOUN,ADP,CONJ
2681,5,ADV_ADJ,DET,ADJ
2682,6,NOUN_ADJ,DET,ADJ
2683,5,PRT_ADP,NOUN,VERB
2683,6,VERB_NOUN,PRT,ADP
2683,25,NOUN_ADJ,DET,.
2684,5,DET_ADP,PRT,PRT
2685,4,ADP_ADV,VERB,.
2686,4,ADJ_ADV,.,ADP
2687,20,ADV_ADJ,DET,ADJ
2687,24,ADJ_NOUN,ADJ,NOUN
2688,15,ADP_DET,VERB,ADJ
2688,30,NOUN_ADJ,DET,NOUN
2689,34,ADP_PRON,.,ADP
2690,31,ADP_PRT,VERB,.
2691,9,VERB_NOUN,DET,NOUN
2692,14,NOUN_VERB,.,DET
2693,32,PRT_ADP,VERB,ADP
2694,7,X_NOUN,ADJ,X
2694,8,X_NOUN,X,X
2694,9,X_NOUN,X,X
2694,10,X_NOUN,X,.
2694,7,X_NOUN,ADJ,X
2694,8,X_NOUN,X,X
2694,9,X_NOUN,X,X
2694,10,X_NOUN,X,.
2694,7,X_NOUN,ADJ,X
2694,8,X_NOUN,X,X
2694,9,X_NOUN,X,X
2694,10,X_NOUN,X,.
2694,7,X_NOUN,ADJ,X
2694,8,X_NOUN,X,X
2694,9,X_NOUN,X,X
2694,10,X_NOUN,X,.
2695,11,ADJ_NOUN,.,.
2695,13,ADJ_NOUN,.,.
2695,11,ADJ_NOUN,.,.
2695,13,ADJ_NOUN,.,.
2696,6,ADJ_NOUN,ADP,.
2696,8,ADJ_NOUN,.,CONJ
2696,6,ADJ_NOUN,ADP,.
2696,8,ADJ_NOUN,.,CONJ
2697,1,ADV_ADJ,DET,ADJ
2698,13,ADJ_NOUN,.,.
2699,15,ADJ_NOUN,ADJ,NOUN
2699,28,VERB_NOUN,DET,ADP
2700,12,NOUN_VERB,CONJ,ADP
2701,5,DET_PRON,.,VERB
2702,6,VERB_ADJ,ADV,NOUN
2703,41,ADP_PRT,PRT,.
2704,1,NUM_NOUN,DET,VERB
2705,7,NUM_NOUN,ADJ,ADP
2706,10,ADP_PRT,VERB,ADP
2707,6,DET_PRON,ADP,.
2708,11,NOUN_ADJ,ADP,CONJ
2709,12,ADP_PRT,NOUN,ADP
2710,1,PRT_ADP,CONJ,VERB
2710,2,VERB_NOUN,PRT,PRON
2711,30,PRON_ADP,NOUN,DET
2712,17,NOUN_VERB,NOUN,PRT
2712,26,ADP_DET,VERB,ADJ
2712,36,ADJ_NOUN,ADP,ADJ
2713,14,PRT_ADP,NOUN,VERB
2713,15,VERB_NOUN,PRT,ADP
2713,25,NOUN_ADJ,DET,NOUN
2714,0,VERB_NOUN,,
2715,21,VERB_NOUN,ADJ,NOUN
2716,11,PRT_ADP,CONJ,VERB
2716,12,VERB_NOUN,PRT,ADP
2717,0,VERB_NOUN,,
2718,3,ADJ_NOUN,VERB,CONJ
2719,4,PRT_ADP,VERB,VERB
2719,5,VERB_ADJ,PRT,CONJ
2720,3,VERB_NOUN,NOUN,ADP
2721,0,VERB_NOUN,,
2722,10,ADJ_PRT,.,NOUN
2722,11,NOUN_VERB,ADJ,VERB
2722,19,ADJ_NOUN,ADJ,.
2723,0,ADV_ADJ,,.
2724,0,VERB_ADJ,,NOUN
2725,11,ADP_ADV,.,ADP
2726,18,PRON_ADP,NOUN,ADV
2727,14,PRT_ADP,NOUN,VERB
2727,15,VERB_NOUN,PRT,PRON
2728,11,PRT_ADP,NOUN,VERB
2728,13,PRT_ADP,VERB,NOUN
2728,39,PRT_ADP,NOUN,VERB
2728,12,VERB_NOUN,PRT,PRT
2728,40,VERB_NOUN,PRT,PRON
2728,11,PRT_ADP,NOUN,VERB
2728,13,PRT_ADP,VERB,NOUN
2728,39,PRT_ADP,NOUN,VERB
2728,11,PRT_ADP,NOUN,VERB
2728,13,PRT_ADP,VERB,NOUN
2728,39,PRT_ADP,NOUN,VERB
2728,12,VERB_NOUN,PRT,PRT
2728,40,VERB_NOUN,PRT,PRON
2729,5,VERB_NOUN,VERB,CONJ
2730,27,VERB_ADP,VERB,PRT
2731,11,ADJ_VERB,PRON,ADP
2731,17,ADJ_NOUN,VERB,ADP
2732,0,X_ADV,,.
2732,2,X_ADP,.,X
2732,16,X_ADP,X,X
2732,17,X_ADP,X,X
2732,24,X_ADP,X,X
2732,33,X_ADP,X,X
2732,3,X_DET,X,X
2732,18,X_DET,X,X
2732,21,X_DET,X,X
2732,28,X_DET,X,X
2732,34,X_DET,X,X
2732,4,X_NOUN,X,X
2732,5,X_NOUN,X,X
2732,10,X_NOUN,.,X
2732,12,X_NOUN,X,X
2732,20,X_NOUN,X,X
2732,29,X_NOUN,X,X
2732,35,X_NOUN,X,.
2732,4,X_NOUN,X,X
2732,5,X_NOUN,X,X
2732,10,X_NOUN,.,X
2732,12,X_NOUN,X,X
2732,20,X_NOUN,X,X
2732,29,X_NOUN,X,X
2732,35,X_NOUN,X,.
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,4,X_NOUN,X,X
2732,5,X_NOUN,X,X
2732,10,X_NOUN,.,X
2732,12,X_NOUN,X,X
2732,20,X_NOUN,X,X
2732,29,X_NOUN,X,X
2732,35,X_NOUN,X,.
2732,11,X_CONJ,X,X
2732,26,X_CONJ,X,X
2732,4,X_NOUN,X,X
2732,5,X_NOUN,X,X
2732,10,X_NOUN,.,X
2732,12,X_NOUN,X,X
2732,20,X_NOUN,X,X
2732,29,X_NOUN,X,X
2732,35,X_NOUN,X,.
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,2,X_ADP,.,X
2732,16,X_ADP,X,X
2732,17,X_ADP,X,X
2732,24,X_ADP,X,X
2732,33,X_ADP,X,X
2732,2,X_ADP,.,X
2732,16,X_ADP,X,X
2732,17,X_ADP,X,X
2732,24,X_ADP,X,X
2732,33,X_ADP,X,X
2732,3,X_DET,X,X
2732,18,X_DET,X,X
2732,21,X_DET,X,X
2732,28,X_DET,X,X
2732,34,X_DET,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,4,X_NOUN,X,X
2732,5,X_NOUN,X,X
2732,10,X_NOUN,.,X
2732,12,X_NOUN,X,X
2732,20,X_NOUN,X,X
2732,29,X_NOUN,X,X
2732,35,X_NOUN,X,.
2732,3,X_DET,X,X
2732,18,X_DET,X,X
2732,21,X_DET,X,X
2732,28,X_DET,X,X
2732,34,X_DET,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,2,X_ADP,.,X
2732,16,X_ADP,X,X
2732,17,X_ADP,X,X
2732,24,X_ADP,X,X
2732,33,X_ADP,X,X
2732,25,X_ADJ,X,X
2732,27,X_ADJ,X,X
2732,11,X_CONJ,X,X
2732,26,X_CONJ,X,X
2732,25,X_ADJ,X,X
2732,27,X_ADJ,X,X
2732,3,X_DET,X,X
2732,18,X_DET,X,X
2732,21,X_DET,X,X
2732,28,X_DET,X,X
2732,34,X_DET,X,X
2732,4,X_NOUN,X,X
2732,5,X_NOUN,X,X
2732,10,X_NOUN,.,X
2732,12,X_NOUN,X,X
2732,20,X_NOUN,X,X
2732,29,X_NOUN,X,X
2732,35,X_NOUN,X,.
2732,30,X_PRT,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,6,X_VERB,X,X
2732,7,X_VERB,X,X
2732,8,X_VERB,X,.
2732,13,X_VERB,X,X
2732,14,X_VERB,X,X
2732,15,X_VERB,X,X
2732,19,X_VERB,X,X
2732,22,X_VERB,X,X
2732,23,X_VERB,X,X
2732,31,X_VERB,X,X
2732,32,X_VERB,X,X
2732,2,X_ADP,.,X
2732,16,X_ADP,X,X
2732,17,X_ADP,X,X
2732,24,X_ADP,X,X
2732,33,X_ADP,X,X
2732,3,X_DET,X,X
2732,18,X_DET,X,X
2732,21,X_DET,X,X
2732,28,X_DET,X,X
2732,34,X_DET,X,X
2732,4,X_NOUN,X,X
2732,5,X_NOUN,X,X
2732,10,X_NOUN,.,X
2732,12,X_NOUN,X,X
2732,20,X_NOUN,X,X
2732,29,X_NOUN,X,X
2732,35,X_NOUN,X,.
2733,1,NOUN_VERB,DET,ADP
2734,7,ADV_ADJ,ADV,.
2735,5,PRT_NOUN,DET,NOUN
2736,28,ADJ_VERB,VERB,ADP
2737,11,ADP_PRT,ADV,VERB
2737,20,ADP_PRT,.,ADP
2737,11,ADP_PRT,ADV,VERB
2737,20,ADP_PRT,.,ADP
2737,31,VERB_NOUN,VERB,ADP
2738,0,ADJ_ADV,,ADP
2738,2,DET_PRON,ADP,.
2739,1,VERB_NOUN,DET,ADJ
2739,2,ADJ_ADV,VERB,ADP
2740,1,ADP_CONJ,PRT,NUM
2741,13,NOUN_ADJ,ADJ,.
2741,33,ADJ_ADV,NOUN,ADP
2741,36,ADV_ADP,ADV,ADV
2741,37,ADV_ADJ,ADV,ADP
2742,39,NOUN_ADJ,ADJ,.
2743,36,VERB_ADJ,DET,NOUN
2744,0,ADP_ADV,,PRT
2745,13,ADV_ADP,NOUN,ADP
2746,2,VERB_NOUN,NOUN,CONJ
2746,9,ADP_PRT,ADP,NOUN
2746,10,NOUN_VERB,ADP,CONJ
2747,24,NOUN_NUM,CONJ,.
2748,0,ADP_ADV,,DET
2749,19,NOUN_ADJ,DET,NOUN
2750,1,ADP_DET,ADP,NOUN
2751,32,VERB_NOUN,NOUN,ADP
2752,18,ADJ_ADV,NOUN,ADV
2753,12,ADJ_NOUN,VERB,ADP
2754,11,NUM_NOUN,DET,VERB
2754,29,VERB_ADP,VERB,PRT
2755,17,NOUN_ADV,CONJ,.
2756,1,ADJ_ADV,ADV,ADP
2756,10,NOUN_VERB,NOUN,ADV
2757,8,PRT_ADP,VERB,DET
2758,2,NOUN_VERB,NOUN,VERB
2759,2,VERB_NOUN,NUM,NOUN
2760,21,VERB_NOUN,ADJ,NOUN
2761,14,VERB_ADJ,ADJ,NOUN
2761,24,NOUN_ADJ,ADP,NOUN
2761,45,VERB_NOUN,DET,NOUN
2762,15,ADP_CONJ,.,DET
2762,25,VERB_NOUN,DET,NOUN
2762,32,VERB_NOUN,ADJ,NOUN
2762,25,VERB_NOUN,DET,NOUN
2762,32,VERB_NOUN,ADJ,NOUN
2763,10,VERB_NOUN,DET,NOUN
2763,32,VERB_NOUN,ADJ,NOUN
2763,45,VERB_NOUN,ADJ,NOUN
2763,10,VERB_NOUN,DET,NOUN
2763,32,VERB_NOUN,ADJ,NOUN
2763,45,VERB_NOUN,ADJ,NOUN
2763,10,VERB_NOUN,DET,NOUN
2763,32,VERB_NOUN,ADJ,NOUN
2763,45,VERB_NOUN,ADJ,NOUN
2764,26,ADV_ADP,VERB,ADJ
2765,9,PRT_ADP,NOUN,VERB
2765,10,VERB_ADJ,PRT,ADP
2766,19,DET_PRON,ADP,ADP
2767,10,VERB_NOUN,NOUN,ADP
2767,20,VERB_NOUN,NOUN,ADP
2767,10,VERB_NOUN,NOUN,ADP
2767,20,VERB_NOUN,NOUN,ADP
2768,25,VERB_ADV,ADV,ADJ
2769,7,VERB_NOUN,NOUN,.
2770,2,VERB_NOUN,ADP,NOUN
2771,8,ADJ_ADV,VERB,DET
2772,7,VERB_NOUN,ADJ,NOUN
2773,7,ADP_ADJ,.,ADP
2773,24,NOUN_VERB,VERB,ADJ
2774,12,PRT_ADV,CONJ,ADJ
2775,11,ADV_ADP,CONJ,NUM
2775,22,NOUN_X,.,NOUN
2775,23,NOUN_X,NOUN,NOUN
2775,24,NOUN_X,NOUN,.
2775,22,NOUN_X,.,NOUN
2775,23,NOUN_X,NOUN,NOUN
2775,24,NOUN_X,NOUN,.
2775,22,NOUN_X,.,NOUN
2775,23,NOUN_X,NOUN,NOUN
2775,24,NOUN_X,NOUN,.
2776,1,ADV_ADJ,DET,ADJ
2776,14,._X,X,NUM
2776,16,._X,NUM,.
2776,15,NUM_X,.,.
2776,14,._X,X,NUM
2776,16,._X,NUM,.
2777,20,PRON_ADP,NOUN,ADP
2778,3,VERB_NOUN,CONJ,NOUN
2779,0,VERB_NOUN,,CONJ
2780,43,ADP_DET,CONJ,NOUN
2781,1,NOUN_VERB,PRT,VERB
2782,4,NOUN_ADJ,DET,NOUN
2783,15,ADP_PRT,NOUN,.
2783,65,VERB_NOUN,ADP,NOUN
2784,66,ADJ_NOUN,ADP,.
2785,0,ADJ_NOUN,,ADP
2785,47,ADP_ADV,.,VERB
2786,37,ADJ_NOUN,DET,NOUN
2787,14,ADJ_NOUN,NOUN,NOUN
2788,12,VERB_NOUN,.,NOUN
2789,24,VERB_ADJ,ADJ,NOUN
2789,33,VERB_NOUN,ADP,NOUN
2790,36,NOUN_ADJ,ADP,ADP
2791,5,VERB_NOUN,NUM,NOUN
2792,6,ADP_ADV,VERB,ADP
2793,2,NUM_ADJ,DET,NOUN
2794,0,VERB_NOUN,,ADP
2794,17,NOUN_ADJ,ADP,NOUN
2795,21,NOUN_X,.,NOUN
2795,22,NOUN_X,NOUN,.
2795,21,NOUN_X,.,NOUN
2795,22,NOUN_X,NOUN,.
2796,19,NOUN_ADJ,VERB,ADP
2797,1,NOUN_ADJ,VERB,NOUN
2797,11,NOUN_VERB,DET,ADP
2798,3,ADV_ADP,VERB,NUM
2798,5,PRT_NOUN,NUM,ADP
2799,18,NOUN_VERB,DET,ADP
2799,31,VERB_NOUN,.,ADP
2800,11,PRT_ADP,VERB,VERB
2800,12,VERB_ADJ,PRT,NOUN
2801,2,NOUN_ADP,NOUN,NOUN
2802,28,ADP_PRT,ADJ,ADV
2802,29,ADV_ADP,ADP,NOUN
2803,14,ADP_ADV,.,VERB
2803,22,NOUN_ADJ,DET,NOUN
2804,83,ADJ_ADV,ADV,ADP
2804,89,ADJ_ADV,ADV,ADP
2804,83,ADJ_ADV,ADV,ADP
2804,89,ADJ_ADV,ADV,ADP
2805,27,VERB_ADJ,ADP,NOUN
2806,23,ADP_PRON,.,ADP
2806,26,NOUN_ADJ,DET,NOUN
2806,35,DET_ADV,VERB,VERB
2806,54,ADJ_NOUN,NOUN,ADP
2807,9,VERB_NOUN,ADP,.
2807,58,NOUN_DET,.,.
2808,7,NOUN_NUM,ADP,VERB
2809,13,NOUN_ADJ,DET,NOUN
2810,5,ADV_ADP,ADV,.
2810,12,VERB_NOUN,NOUN,.
2811,4,VERB_NOUN,ADJ,.
2812,5,ADP_PRT,ADJ,VERB
2812,20,NOUN_ADJ,ADP,NOUN
2813,10,ADJ_VERB,PRT,NOUN
2814,19,NOUN_VERB,ADP,NUM
2815,1,NOUN_VERB,ADP,PRT
2815,43,NOUN_VERB,.,NUM
2815,39,VERB_NOUN,.,ADP
2815,1,NOUN_VERB,ADP,PRT
2815,43,NOUN_VERB,.,NUM
2816,0,ADP_ADV,,DET
2817,4,ADV_ADJ,DET,ADJ
2817,8,ADV_ADJ,.,ADP
2817,4,ADV_ADJ,DET,ADJ
2817,8,ADV_ADJ,.,ADP
2817,13,PRON_ADP,.,DET
2817,18,VERB_NOUN,VERB,ADP
2818,13,ADJ_NUM,.,NOUN
2819,13,ADJ_ADV,ADP,VERB
2819,19,ADJ_ADV,ADP,VERB
2819,23,ADJ_ADV,.,.
2819,13,ADJ_ADV,ADP,VERB
2819,19,ADJ_ADV,ADP,VERB
2819,23,ADJ_ADV,.,.
2819,13,ADJ_ADV,ADP,VERB
2819,19,ADJ_ADV,ADP,VERB
2819,23,ADJ_ADV,.,.
2819,45,ADJ_NOUN,DET,CONJ
2819,59,NOUN_ADJ,DET,ADJ
2820,18,NOUN_VERB,VERB,VERB
2820,31,ADP_PRT,VERB,.
2820,37,ADP_ADV,.,VERB
2820,51,ADP_ADV,.,VERB
2820,37,ADP_ADV,.,VERB
2820,51,ADP_ADV,.,VERB
2821,2,ADJ_NOUN,DET,ADP
2822,9,ADJ_ADV,NOUN,ADP
2822,13,ADJ_ADV,CONJ,ADP
2822,11,NOUN_NUM,ADP,CONJ
2822,9,ADJ_ADV,NOUN,ADP
2822,13,ADJ_ADV,CONJ,ADP
2823,7,NOUN_VERB,PRT,VERB
2824,38,NOUN_NUM,VERB,.
2825,16,ADJ_ADV,VERB,ADP
2825,19,ADJ_NOUN,DET,.
2826,2,VERB_ADJ,ADP,NOUN
2827,1,ADP_PRT,ADV,CONJ
2827,32,NOUN_NUM,CONJ,ADJ
2827,37,NOUN_ADJ,ADP,NOUN
2828,13,ADP_PRT,VERB,ADP
2829,0,VERB_NOUN,,ADP
2829,5,VERB_ADJ,DET,NOUN
2829,19,ADP_ADV,.,VERB
2829,26,ADP_ADV,.,ADP
2829,19,ADP_ADV,.,VERB
2829,26,ADP_ADV,.,ADP
2830,7,NOUN_ADJ,DET,NOUN
2830,26,DET_ADP,.,NOUN
2830,39,ADJ_NOUN,NOUN,ADP
2830,46,ADJ_NOUN,DET,ADP
2830,39,ADJ_NOUN,NOUN,ADP
2830,46,ADJ_NOUN,DET,ADP
2831,3,NOUN_ADJ,ADP,NOUN
2832,5,NOUN_ADJ,DET,NOUN
2833,2,PRON_ADP,NOUN,VERB
2833,3,VERB_NOUN,PRON,ADP
2833,10,ADP_ADV,VERB,VERB
2834,5,NOUN_VERB,NOUN,VERB
2834,16,DET_ADP,VERB,NOUN
2835,1,ADV_ADJ,ADV,PRT
2836,11,ADJ_ADV,VERB,.
2837,1,ADJ_PRT,NOUN,ADP
2838,17,NOUN_VERB,VERB,ADP
2839,3,ADJ_PRT,NOUN,ADP
2840,1,NOUN_VERB,NOUN,VERB
2841,3,NOUN_VERB,CONJ,.
2842,20,NOUN_ADJ,ADP,NOUN
2843,20,CONJ_DET,ADP,NOUN
2843,24,NOUN_ADJ,CONJ,NOUN
2844,19,VERB_NOUN,ADP,CONJ
2844,24,PRT_ADV,VERB,.
2844,31,PRT_ADV,VERB,.
2844,24,PRT_ADV,VERB,.
2844,31,PRT_ADV,VERB,.
2845,2,ADP_ADV,.,ADV
2845,23,NOUN_ADJ,CONJ,NOUN
2846,12,ADP_ADV,VERB,ADP
2847,2,ADJ_NOUN,ADJ,NOUN
2847,8,X_ADJ,VERB,X
2847,9,X_NOUN,X,PRT
2847,21,NOUN_ADJ,CONJ,NOUN
2848,4,NOUN_ADJ,DET,PRT
2848,8,NOUN_ADJ,DET,NOUN
2848,4,NOUN_ADJ,DET,PRT
2848,8,NOUN_ADJ,DET,NOUN
2849,4,X_ADJ,DET,X
2849,5,X_NOUN,X,.
2850,6,NOUN_ADJ,DET,PRT
2850,11,NOUN_ADJ,ADJ,NOUN
2850,16,NOUN_ADJ,ADP,NOUN
2850,6,NOUN_ADJ,DET,PRT
2850,11,NOUN_ADJ,ADJ,NOUN
2850,16,NOUN_ADJ,ADP,NOUN
2850,6,NOUN_ADJ,DET,PRT
2850,11,NOUN_ADJ,ADJ,NOUN
2850,16,NOUN_ADJ,ADP,NOUN
2851,6,NOUN_ADJ,.,NOUN
2852,5,NOUN_ADJ,ADP,NOUN
2852,20,NOUN_ADJ,ADP,NOUN
2852,5,NOUN_ADJ,ADP,NOUN
2852,20,NOUN_ADJ,ADP,NOUN
2853,1,VERB_NOUN,PRON,.
2854,1,NOUN_DET,.,.
2855,34,NOUN_ADJ,ADP,NOUN
2856,13,NOUN_ADJ,ADP,NOUN
2857,2,ADV_PRT,VERB,ADP
2858,1,NUM_NOUN,NOUN,ADP
2858,21,NOUN_ADJ,DET,NOUN
2859,11,NOUN_VERB,NOUN,PRT
2860,19,ADV_ADP,NOUN,ADV
2860,21,ADP_ADV,ADV,ADP
2861,6,ADJ_NOUN,ADP,NOUN
2862,6,ADJ_ADV,ADP,ADJ
2863,7,ADV_PRT,ADJ,ADP
2864,3,VERB_NOUN,NOUN,ADP
2864,12,VERB_NOUN,DET,ADP
2864,3,VERB_NOUN,NOUN,ADP
2864,12,VERB_NOUN,DET,ADP
2865,25,VERB_NOUN,VERB,ADP
2865,32,ADP_ADV,CONJ,.
2866,2,VERB_NOUN,VERB,ADP
2866,21,NOUN_ADJ,DET,.
2867,11,ADV_ADJ,DET,ADV
2868,18,ADJ_ADV,VERB,ADP
2868,19,ADP_ADV,ADJ,ADJ
2869,9,NOUN_ADJ,ADP,NOUN
2869,27,ADJ_VERB,.,NOUN
2870,18,NOUN_ADJ,DET,PRT
2871,6,ADP_PRON,.,.
2871,26,NOUN_ADJ,DET,NOUN
2872,47,VERB_NOUN,DET,ADP
2873,6,ADV_ADP,NOUN,ADP
2874,7,ADP_ADV,ADV,ADP
2875,16,VERB_NOUN,.,.
2875,39,ADP_PRT,NOUN,VERB
2876,5,NOUN_VERB,DET,ADP
